created_at,peer_id,step,question_raw,question_norm,cluster_key,count,last_seen_at
2026-03-31T17:52:08+03:00,663994107,income_model,Онлифанс платформа?,онлифанс платформа,онлифанс платформа,1,2026-03-31T17:52:08+03:00
2026-03-31T17:53:00+03:00,663994107,income_model,Матеріали надаються ?,матеріали надаються,матеріали надаються,1,2026-03-31T17:53:00+03:00
2026-03-31T20:18:35+03:00,448773048,objection_gate,Який сайт для роботи?,який сайт для роботи,який сайт для роботи,1,2026-03-31T20:18:35+03:00
2026-03-31T20:19:45+03:00,448773048,objection_gate,Так як називається платформа?бо можливо я вже працювала на ній,так як називається платформабо можливо я вже працювала на ній,так як називається платформабо можливо я вже працювала на ній,1,2026-03-31T20:19:45+03:00
2026-03-31T21:03:04+03:00,974975966,shift_close,Ну я ещо хочу подумать а можно дальше обеспечить я попозже напишу про график,ну я ещо хочу подумать а можно дальше обеспечить я попозже напишу про график,ну я ещо хочу подумать а можно дальше обеспечить я попозже напишу про график,1,2026-03-31T21:03:04+03:00
2026-03-31T22:27:31+03:00,5441719321,value_hook,"Доброго дня, цікавить робота",доброго дня цікавить робота,доброго дня цікавить робота,1,2026-03-31T22:27:31+03:00
2026-03-31T22:28:13+03:00,5441719321,value_hook,"Так, хочу запитати чи є фіксована ставка?",так хочу запитати чи є фіксована ставка,так хочу запитати чи є фіксована ставка,1,2026-03-31T22:28:13+03:00
2026-03-31T23:35:37+03:00,6293709357,objection_gate,Так а що потрібно робити саме,так а що потрібно робити саме,так а що потрібно робити саме,1,2026-03-31T23:35:37+03:00
2026-03-31T23:37:20+03:00,6293709357,objection_gate,Наприклад навести які листи які чати,наприклад навести які листи які чати,наприклад навести які листи які чати,1,2026-03-31T23:37:20+03:00
2026-04-01T00:38:46+03:00,726732720,value_hook,В чому полягає робота ?,в чому полягає робота,в чому полягає робота,1,2026-04-01T00:38:46+03:00
2026-04-01T08:24:59+03:00,1269764104,value_hook,але в оголошенні було написано з телефону можна,але в оголошенні було написано з телефону можна,але в оголошенні було написано з телефону можна,1,2026-04-01T08:24:59+03:00
2026-04-01T08:31:07+03:00,7611598077,form_handoff,"Підкажіть будь ласка, це чат спілкування?",підкажіть будь ласка це чат спілкування,підкажіть будь ласка це чат спілкування,1,2026-04-01T08:31:07+03:00
2026-04-01T09:38:40+03:00,1301450942,value_hook,8 годин поспіль потрібно працювати?,8 годин поспіль потрібно працювати,8 годин поспіль потрібно працювати,1,2026-04-01T09:38:40+03:00
2026-04-01T11:04:12+03:00,5432165583,value_hook,"дякую за відповідь,так мене це цікавить.",дякую за відповідьтак мене це цікавить,дякую за відповідьтак мене це цікавить,1,2026-04-01T11:04:12+03:00
2026-04-01T11:08:40+03:00,5432165583,shift_close,мене цікавить денна,мене цікавить денна,мене цікавить денна,1,2026-04-01T11:08:40+03:00
2026-04-01T11:11:20+03:00,5432165583,objection_gate,треба подумати,треба подумати,треба подумати,1,2026-04-01T11:11:20+03:00
2026-04-01T11:44:14+03:00,7611598077,form_handoff,"Таке ще питання, мені треба буде за щось платити?",таке ще питання мені треба буде за щось платити,таке ще питання мені треба буде за щось платити,1,2026-04-01T11:44:14+03:00
2026-04-01T11:54:16+03:00,379365921,objection_gate,"Ні, не зрозуміло",ні не зрозуміло,ні не зрозуміло,1,2026-04-01T11:54:16+03:00
2026-04-01T11:56:22+03:00,379365921,objection_gate,Можно по подробнее об работе,можно по подробнее об работе,можно по подробнее об работе,1,2026-04-01T11:56:22+03:00
2026-04-01T11:57:14+03:00,379365921,objection_gate,В чем заключается суть работы?,в чем заключается суть работы,в чем заключается суть работы,1,2026-04-01T11:57:14+03:00
2026-04-01T12:38:39+03:00,6482934787,value_hook,Звісно що далі,звісно що далі,звісно що далі,1,2026-04-01T12:38:39+03:00
2026-04-01T12:41:07+03:00,1122068538,value_hook,Яке направлення? Можно більш детальніше?,яке направлення можно більш детальніше,яке направлення можно більш детальніше,1,2026-04-01T12:41:07+03:00
2026-04-01T12:44:05+03:00,6482934787,form_handoff,"1. Зеляк Олексій Сергійович 
2. 31.10.2006
3. +48 791 049 409
4. loshazeliak1@gmail.com
5. @typerlevens
6. Варшава (Warszawa)
7. Денна 
8. З 10 квітня приблизно 
9. Тут мене трохи насторожує",1 зеляк олексій сергійович 2 31102006 3 48 791 049 409 4 loshazeliak1gmailcom 5 typerlevens 6 варшава warszawa 7 денна 8 з 10 квітня приблизно 9 тут мене трохи насторожує,1 зеляк олексій сергійович 2 31102006 3 48 791 049 409 4 loshazeliak1gmailcom 5 typerlevens 6 варшава warszawa 7 денна 8 з 10 квітня приблизно 9 тут мене трохи ,1,2026-04-01T12:44:05+03:00
2026-04-01T12:44:45+03:00,6482934787,form_handoff,Лице лише чи як?,лице лише чи як,лице лише чи як,1,2026-04-01T12:44:45+03:00
2026-04-01T12:49:22+03:00,497826966,income_model,Скажіть це все законно,скажіть це все законно,скажіть це все законно,1,2026-04-01T12:49:22+03:00
2026-04-01T12:52:13+03:00,497826966,form_handoff,Підкажіть спілкування в сфері чого?,підкажіть спілкування в сфері чого,підкажіть спілкування в сфері чого,1,2026-04-01T12:52:13+03:00
2026-04-01T12:53:44+03:00,497826966,form_handoff,Користувачі на які теми спілкуються і щ ким?,користувачі на які теми спілкуються і щ ким,користувачі на які теми спілкуються і щ ким,1,2026-04-01T12:53:44+03:00
2026-04-01T12:57:55+03:00,452060636,objection_gate,В чому суть роботи?,в чому суть роботи,в чому суть роботи,1,2026-04-01T12:57:55+03:00
2026-04-01T12:58:35+03:00,452060636,objection_gate,Анкета для знайомства?,анкета для знайомства,анкета для знайомства,1,2026-04-01T12:58:35+03:00
2026-04-01T13:32:09+03:00,1174278937,value_hook,А що потрібно робити?,а що потрібно робити,а що потрібно робити,1,2026-04-01T13:32:09+03:00
2026-04-01T13:34:39+03:00,1174278937,value_hook,"Напевно що так ,бо я щось трішки не розумію що саме потрібно робити",напевно що так бо я щось трішки не розумію що саме потрібно робити,напевно що так бо я щось трішки не розумію що саме потрібно робити,1,2026-04-01T13:34:39+03:00
2026-04-01T13:38:01+03:00,1174278937,shift_close,А можна якось коригува типу по 4години,а можна якось коригува типу по 4години,а можна якось коригува типу по 4години,1,2026-04-01T13:38:01+03:00
2026-04-01T14:16:40+03:00,5709514507,objection_gate,Так все поки що понятно,так все поки що понятно,так все поки що понятно,1,2026-04-01T14:16:40+03:00
2026-04-01T14:19:32+03:00,815458040,value_hook,Да можна спробувати,да можна спробувати,да можна спробувати,1,2026-04-01T14:19:32+03:00
2026-04-01T14:22:56+03:00,815458040,income_model,Вибачте не цікавить ця робота,вибачте не цікавить ця робота,вибачте не цікавить ця робота,1,2026-04-01T14:22:56+03:00
2026-04-01T14:25:34+03:00,5171598416,objection_gate,Чи є можливість менше часу працювати,чи є можливість менше часу працювати,чи є можливість менше часу працювати,1,2026-04-01T14:25:34+03:00
2026-04-01T14:26:25+03:00,5171598416,objection_gate,Якщо обрати менший заробіток у ньому також зайнятість?,якщо обрати менший заробіток у ньому також зайнятість,якщо обрати менший заробіток у ньому також зайнятість,1,2026-04-01T14:26:25+03:00
2026-04-01T14:28:35+03:00,561489321,shift_close,Розкажіть про суть вакансії,розкажіть про суть вакансії,розкажіть про суть вакансії,1,2026-04-01T14:28:35+03:00
2026-04-01T15:10:48+03:00,5233659735,income_model,Це спілкування на сайті знайомств через анкети інших дівчат ?,це спілкування на сайті знайомств через анкети інших дівчат,це спілкування на сайті знайомств через анкети інших дівчат,1,2026-04-01T15:10:48+03:00
2026-04-01T15:13:05+03:00,5233659735,income_model,"Я вже колись пробувала , ніхто не відповідає майже . Бо на самому сайті є шаблонні повідомлення які розсилаються . І взагалі нам казали що треба постійно писати чоловікам , по 5-20 повідомлень",я вже колись пробувала  ніхто не відповідає майже  бо на самому сайті є шаблонні повідомлення які розсилаються  і взагалі нам казали що треба постійно писати чоловікам  по 520 повідомлень,я вже колись пробувала  ніхто не відповідає майже  бо на самому сайті є шаблонні повідомлення які розсилаються  і взагалі нам казали що треба постійно писати чо,1,2026-04-01T15:13:05+03:00
2026-04-01T15:20:17+03:00,5063605066,objection_gate,Хотілось би більше дізнатися про саме роботу а саме формат,хотілось би більше дізнатися про саме роботу а саме формат,хотілось би більше дізнатися про саме роботу а саме формат,1,2026-04-01T15:20:17+03:00
2026-04-01T15:24:56+03:00,5063605066,objection_gate,"Підкажіть, будь ласка, з якою саме платформою або продуктом пов’язана робота? Це переписка з клієнтами чи робота на дейтинг-сайтах?",підкажіть будь ласка з якою саме платформою або продуктом повязана робота це переписка з клієнтами чи робота на дейтингсайтах,підкажіть будь ласка з якою саме платформою або продуктом повязана робота це переписка з клієнтами чи робота на дейтингсайтах,1,2026-04-01T15:24:56+03:00
2026-04-01T16:14:37+03:00,1298929096,value_hook,Формат спілкування який?,формат спілкування який,формат спілкування який,1,2026-04-01T16:14:37+03:00
2026-04-01T16:18:38+03:00,1298929096,value_hook,"Спілкування, тобто знайомства?",спілкування тобто знайомства,спілкування тобто знайомства,1,2026-04-01T16:18:38+03:00
2026-04-01T16:18:47+03:00,2115144084,value_hook,"Доброго дня!
Я на рахунок оголошення ConnectFlow Solution.

Чи можна дізнатися деталі?",доброго дня я на рахунок оголошення connectflow solution чи можна дізнатися деталі,доброго дня я на рахунок оголошення connectflow solution чи можна дізнатися деталі,1,2026-04-01T16:18:47+03:00
2026-04-01T18:34:12+03:00,1948370858,value_hook,"Дякую, не цікавить",дякую не цікавить,дякую не цікавить,1,2026-04-01T18:34:12+03:00
2026-04-01T21:19:41+03:00,8082498409,value_hook,Чи є у вас ставка ?,чи є у вас ставка,чи є у вас ставка,1,2026-04-01T21:19:41+03:00
2026-04-01T21:46:16+03:00,329892764,shift_close,Підскажіть будь ласка чім фірма займається?,підскажіть будь ласка чім фірма займається,підскажіть будь ласка чім фірма займається,1,2026-04-01T21:46:16+03:00
2026-04-01T21:47:35+03:00,329892764,shift_close,А точніше?,а точніше,а точніше,1,2026-04-01T21:47:35+03:00
2026-04-02T09:30:39+03:00,1180440669,income_model,"Дякую, це мене не цікавить.",дякую це мене не цікавить,дякую це мене не цікавить,1,2026-04-02T09:30:39+03:00
2026-04-02T12:27:29+03:00,8373813989,objection_gate,"Куча лишнего текста а о работе ничего.
Конкретно пишите о работе что нужно делать",куча лишнего текста а о работе ничего конкретно пишите о работе что нужно делать,куча лишнего текста а о работе ничего конкретно пишите о работе что нужно делать,1,2026-04-02T12:27:29+03:00
2026-04-02T12:41:26+03:00,823246576,shift_close,Спілкування з чоловіками на сайтах знайомств ?,спілкування з чоловіками на сайтах знайомств,спілкування з чоловіками на сайтах знайомств,1,2026-04-02T12:41:26+03:00
2026-04-02T13:44:36+03:00,1148761329,value_hook,Чи можу я працювати через телефон?,чи можу я працювати через телефон,чи можу я працювати через телефон,1,2026-04-02T13:44:36+03:00
2026-04-02T15:23:49+03:00,1509712398,income_model,чиї фото та відео використовуються на платформі?,чиї фото та відео використовуються на платформі,чиї фото та відео використовуються на платформі,1,2026-04-02T15:23:49+03:00
2026-04-02T19:28:59+03:00,6987102919,shift_close,night shift??,night shift,night shift,1,2026-04-02T19:28:59+03:00
2026-04-02T23:10:10+03:00,1378213829,form_handoff,"Розкажіть, для початку ,в чому заключається робота і якими будуть мої обов'язки .",розкажіть для початку в чому заключається робота і якими будуть мої обовязки,розкажіть для початку в чому заключається робота і якими будуть мої обовязки,1,2026-04-02T23:10:10+03:00
2026-04-02T23:51:21+03:00,1023199635,value_hook,Спілкування з ким?,спілкування з ким,спілкування з ким,1,2026-04-02T23:51:21+03:00
2026-04-03T06:07:25+03:00,6199312406,value_hook,Хто такий тімліда?,хто такий тімліда,хто такий тімліда,1,2026-04-03T06:07:25+03:00
2026-04-13T17:06:17+03:00,8283524208,value_hook,що таке дейтинг,що таке дейтинг,що таке дейтинг,2,2026-04-13T17:06:17+03:00
2026-04-03T06:08:57+03:00,6199312406,value_hook,На яку тему спілкування?,на яку тему спілкування,на яку тему спілкування,1,2026-04-03T06:08:57+03:00
2026-04-03T07:40:49+03:00,7907368909,shift_close,Поки що денну. А там далі побачимо,поки що денну а там далі побачимо,поки що денну а там далі побачимо,1,2026-04-03T07:40:49+03:00
2026-04-03T16:37:41+03:00,1255839290,income_model,"А як само пропонується утримувати інтерес клієнтів? 
Висилати потрібний їм контент?
Якого саме роду послуги надає ваш сайт?",а як само пропонується утримувати інтерес клієнтів висилати потрібний їм контент якого саме роду послуги надає ваш сайт,а як само пропонується утримувати інтерес клієнтів висилати потрібний їм контент якого саме роду послуги надає ваш сайт,1,2026-04-03T16:37:41+03:00
2026-04-03T19:05:30+03:00,8024893795,value_hook,"Доброго дня, у вас зп від 900 долларов на місяць?",доброго дня у вас зп від 900 долларов на місяць,доброго дня у вас зп від 900 долларов на місяць,1,2026-04-03T19:05:30+03:00
2026-04-03T20:43:00+03:00,5266162849,value_hook,Вартість навчання?,вартість навчання,вартість навчання,1,2026-04-03T20:43:00+03:00
2026-04-04T13:08:42+03:00,6439457206,objection_gate,Ні не зрозуміло.Що я повинен робити?,ні не зрозумілощо я повинен робити,ні не зрозумілощо я повинен робити,1,2026-04-04T13:08:42+03:00
2026-04-04T14:12:52+03:00,7295053567,form_handoff,Коли я отримаю перші кошти?,коли я отримаю перші кошти,коли я отримаю перші кошти,1,2026-04-04T14:12:52+03:00
2026-04-04T22:55:18+03:00,7198603216,shift_close,"Хотел бы узнать ваши условия,я из Молдовы.",хотел бы узнать ваши условияя из молдовы,хотел бы узнать ваши условияя из молдовы,1,2026-04-04T22:55:18+03:00
2026-04-04T22:56:07+03:00,7198603216,shift_close,А есть не бот?,а есть не бот,а есть не бот,1,2026-04-04T22:56:07+03:00
2026-04-05T05:35:48+03:00,7068738019,shift_close,какие графики? работы,какие графики работы,какие графики работы,1,2026-04-05T05:35:48+03:00
2026-04-06T02:24:17+03:00,723714738,income_model,Тобто я маю спілкуватися від жіночих анкет? Як знайомства?,тобто я маю спілкуватися від жіночих анкет як знайомства,тобто я маю спілкуватися від жіночих анкет як знайомства,1,2026-04-06T02:24:17+03:00
2026-04-06T09:39:21+03:00,1668569337,value_hook,Можна меньше годин?,можна меньше годин,можна меньше годин,1,2026-04-06T09:39:21+03:00
2026-04-06T10:09:21+03:00,367303717,value_hook,Робота у шлюбній агенції ?,робота у шлюбній агенції,робота у шлюбній агенції,1,2026-04-06T10:09:21+03:00
2026-04-06T10:10:13+03:00,367303717,value_hook,Вести спілкування від імені анкет клієнток на сайті ?,вести спілкування від імені анкет клієнток на сайті,вести спілкування від імені анкет клієнток на сайті,1,2026-04-06T10:10:13+03:00
2026-04-06T10:29:07+03:00,1057847664,shift_close,Це виходить лише спілкування?а з якими особами?Європа чи інша сторона?,це виходить лише спілкуванняа з якими особамиєвропа чи інша сторона,це виходить лише спілкуванняа з якими особамиєвропа чи інша сторона,1,2026-04-06T10:29:07+03:00
2026-04-06T12:04:29+03:00,1034067665,income_model,"Принципе все понятно, а как компания называется?",принципе все понятно а как компания называется,принципе все понятно а как компания называется,1,2026-04-06T12:04:29+03:00
2026-04-06T12:41:41+03:00,6431632693,shift_close,"Про, що переписуватися?",про що переписуватися,про що переписуватися,1,2026-04-06T12:41:41+03:00
2026-04-06T12:45:58+03:00,6431632693,objection_gate,Це переписки з різними людьми на різні теми?,це переписки з різними людьми на різні теми,це переписки з різними людьми на різні теми,1,2026-04-06T12:45:58+03:00
2026-04-06T14:20:11+03:00,2134844342,income_model,скільки навчання по часу триває,скільки навчання по часу триває,скільки навчання по часу триває,1,2026-04-06T14:20:11+03:00
2026-04-06T14:21:38+03:00,2134844342,income_model,які гарантії що мені виплатять зп,які гарантії що мені виплатять зп,які гарантії що мені виплатять зп,1,2026-04-06T14:21:38+03:00
2026-04-06T14:22:57+03:00,2134844342,income_model,ставки нема?,ставки нема,ставки нема,1,2026-04-06T14:22:57+03:00
2026-04-06T15:25:49+03:00,1029851729,value_hook,Для роботи потрібен ноутбук?,для роботи потрібен ноутбук,для роботи потрібен ноутбук,1,2026-04-06T15:25:49+03:00
2026-04-06T18:21:46+03:00,1314340205,form_handoff,Напишіть детальніше про роботу,напишіть детальніше про роботу,напишіть детальніше про роботу,1,2026-04-06T18:21:46+03:00
2026-04-06T18:33:47+03:00,1073928132,objection_gate,Які умови праці,які умови праці,які умови праці,1,2026-04-06T18:33:47+03:00
2026-04-06T18:34:54+03:00,1073928132,objection_gate,Як проходить навчання,як проходить навчання,як проходить навчання,1,2026-04-06T18:34:54+03:00
2026-04-07T14:35:39+03:00,8155984841,form_handoff,Мене цікавить який сайт так як на багатьох працювала,мене цікавить який сайт так як на багатьох працювала,мене цікавить який сайт так як на багатьох працювала,1,2026-04-07T14:35:39+03:00
2026-04-07T14:37:17+03:00,8630745570,value_hook,навчання безкоштовне?,навчання безкоштовне,навчання безкоштовне,1,2026-04-07T14:37:17+03:00
2026-04-08T03:02:58+03:00,702399519,shift_close,підскажіть будь-ласка чи є фіксована ставка?,підскажіть будьласка чи є фіксована ставка,підскажіть будьласка чи є фіксована ставка,1,2026-04-08T03:02:58+03:00
2026-04-08T18:56:17+03:00,8454512204,form_handoff,Скажите что за команда?,скажите что за команда,скажите что за команда,1,2026-04-08T18:56:17+03:00
2026-04-08T18:57:00+03:00,8454512204,form_handoff,"Хорошо, вы можете сказать кто будет моим топом и супер топом?",хорошо вы можете сказать кто будет моим топом и супер топом,хорошо вы можете сказать кто будет моим топом и супер топом,1,2026-04-08T18:57:00+03:00
2026-04-08T18:59:51+03:00,8454512204,form_handoff,Вы тоже бот?,вы тоже бот,вы тоже бот,1,2026-04-08T18:59:51+03:00
2026-04-08T19:00:12+03:00,8454512204,form_handoff,Можно поговорить с моим админом?,можно поговорить с моим админом,можно поговорить с моим админом,1,2026-04-08T19:00:12+03:00
2026-04-09T15:43:46+03:00,8762499659,form_handoff,Ну что,ну что,ну что,1,2026-04-09T15:43:46+03:00
2026-04-10T13:57:57+03:00,498394443,objection_gate,І в нічну теж можно,і в нічну теж можно,і в нічну теж можно,1,2026-04-10T13:57:57+03:00
2026-04-12T00:45:13+03:00,5525870461,shift_close,Получается 9 часов работы или 8 как вы писали,получается 9 часов работы или 8 как вы писали,получается 9 часов работы или 8 как вы писали,1,2026-04-12T00:45:13+03:00
2026-04-12T00:46:31+03:00,7637001315,form_handoff,"Елечі Дайк хіома маріан 
29-го числа 
09161862828
alexadiamond32@gmail.com 
https:/ / t.me/ liliydiamond 
Нігерія 
Я готовий працювати повний робочий день і маю гнучкий графік, включно з вихідними, якщо потрібно.
Готовий почати будь-коли",елечі дайк хіома маріан 29го числа 09161862828 alexadiamond32gmailcom https  tme liliydiamond нігерія я готовий працювати повний робочий день і маю гнучкий графік включно з вихідними якщо потрібно готовий почати будьколи,елечі дайк хіома маріан 29го числа 09161862828 alexadiamond32gmailcom https  tme liliydiamond нігерія я готовий працювати повний робочий день і маю гнучкий граф,1,2026-04-12T00:46:31+03:00
2026-04-13T12:02:04+03:00,551692296,value_hook,"Доброго дня, я з приводу роботи",доброго дня я з приводу роботи,доброго дня я з приводу роботи,1,2026-04-13T12:02:04+03:00
2026-04-13T16:34:01+03:00,5127239700,form_handoff,Передача документів безпечна?,передача документів безпечна,передача документів безпечна,1,2026-04-13T16:34:01+03:00
2026-04-13T17:05:44+03:00,8283524208,value_hook,чим конкретно займаєтесь ?,чим конкретно займаєтесь,чим конкретно займаєтесь,1,2026-04-13T17:05:44+03:00
2026-04-13T17:07:35+03:00,8283524208,shift_close,а чим конкретно займаєтесь ? я не дуже зрозуміла,а чим конкретно займаєтесь  я не дуже зрозуміла,а чим конкретно займаєтесь  я не дуже зрозуміла,1,2026-04-13T17:07:35+03:00
2026-04-13T17:32:45+03:00,1625847799,shift_close,А яка заробітня плата?,а яка заробітня плата,а яка заробітня плата,1,2026-04-13T17:32:45+03:00
2026-04-14T10:48:33+03:00,1321107772,value_hook,"Так, можна детальніше,  будь ласка?",так можна детальніше будь ласка,так можна детальніше будь ласка,1,2026-04-14T10:48:33+03:00
2026-04-14T12:23:09+03:00,964553681,objection_gate,"Так, що потрібно робити? З чим зв'язана робота , яка суть?",так що потрібно робити з чим звязана робота  яка суть,так що потрібно робити з чим звязана робота  яка суть,1,2026-04-14T12:23:09+03:00
2026-04-14T12:53:37+03:00,974975966,shift_close,Як я буду получать зп на карту или на крипту яким язиком я буду переписываться,як я буду получать зп на карту или на крипту яким язиком я буду переписываться,як я буду получать зп на карту или на крипту яким язиком я буду переписываться,1,2026-04-14T12:53:37+03:00
2026-04-14T12:54:07+03:00,974975966,shift_close,Вывод зп я сам делаю или Ви делаете мени,вывод зп я сам делаю или ви делаете мени,вывод зп я сам делаю или ви делаете мени,1,2026-04-14T12:54:07+03:00
2026-04-14T14:04:26+03:00,380332679,form_handoff,а документи навищо?,а документи навищо,а документи навищо,1,2026-04-14T14:04:26+03:00
2026-04-14T15:38:12+03:00,721428077,objection_gate,"в цілому зрозуміло,чи в період навчання можна заробляти ?",в цілому зрозумілочи в період навчання можна заробляти,в цілому зрозумілочи в період навчання можна заробляти,1,2026-04-14T15:38:12+03:00
2026-04-14T15:39:21+03:00,721428077,objection_gate,"зрозуміла,8 днів навчання,по скільки годин в день?",зрозуміла8 днів навчанняпо скільки годин в день,зрозуміла8 днів навчанняпо скільки годин в день,1,2026-04-14T15:39:21+03:00
2026-04-14T15:54:12+03:00,1233573783,value_hook,Яка це платформа для дейтингу?,яка це платформа для дейтингу,яка це платформа для дейтингу,1,2026-04-14T15:54:12+03:00
2026-04-14T15:55:18+03:00,1233573783,value_hook,"Можна детальніше про платформу, та специфіку?",можна детальніше про платформу та специфіку,можна детальніше про платформу та специфіку,1,2026-04-14T15:55:18+03:00
2026-04-14T15:56:21+03:00,1233573783,value_hook,Можна дізнатися назву платформи?,можна дізнатися назву платформи,можна дізнатися назву платформи,1,2026-04-14T15:56:21+03:00
2026-04-15T08:35:15+03:00,1250286333,value_hook,Так підходить можна детальніше,так підходить можна детальніше,так підходить можна детальніше,1,2026-04-15T08:35:15+03:00
2026-04-15T08:35:53+03:00,1250286333,value_hook,"Так, а про що спілкування",так а про що спілкування,так а про що спілкування,1,2026-04-15T08:35:53+03:00
2026-04-15T08:37:03+03:00,1250286333,value_hook,"Це спілкування з чоловіками, від імені інших дівчат?",це спілкування з чоловіками від імені інших дівчат,це спілкування з чоловіками від імені інших дівчат,1,2026-04-15T08:37:03+03:00
2026-04-15T08:59:44+03:00,1250286333,income_model,"А коли виплачується заробітна плата, на карту чи як?",а коли виплачується заробітна плата на карту чи як,а коли виплачується заробітна плата на карту чи як,1,2026-04-15T08:59:44+03:00
2026-04-15T09:03:13+03:00,1250286333,income_model,"Якісь документи потрібні, щоб почати працювати?",якісь документи потрібні щоб почати працювати,якісь документи потрібні щоб почати працювати,1,2026-04-15T09:03:13+03:00
